"","COP","CVX","XOM","XLE","SPY"
"2024-05-13",114.127784729004,149.545364379883,109.527778625488,43.5773468017578,507.22705078125
"2024-05-14",113.611549377441,148.70915222168,110.192657470703,43.6332244873047,509.554260253906
"2024-05-15",113.292419433594,148.200149536133,111.044830322266,43.7310218811035,515.864135742188
"2024-05-16",112.475807189941,147.897186279297,110.379936218262,43.6099472045898,514.802673339844
"2024-05-17",114.240432739258,149.347793579102,112.037467956543,44.2199745178223,515.542846679688
"2024-05-20",113.470764160156,147.943115234375,111.129096984863,43.9312553405762,516.136840820312
"2024-05-21",113.020233154297,146.868911743164,110.361228942871,43.7170448303223,517.402648925781
"2024-05-22",110.936470031738,144.665466308594,108.141830444336,42.8788452148438,515.912841796875
"2024-05-23",110.42960357666,144.08708190918,106.297004699707,42.487678527832,512.144409179688
"2024-05-24",110.054145812988,144.83073425293,106.212730407715,42.548225402832,515.533020019531
"2024-05-28",111.659210205078,146.015090942383,107.561218261719,42.9859466552734,515.893371582031
"2024-05-29",108.176895141602,144.050354003906,106.409378051758,42.2269058227539,512.280639648438
"2024-05-30",106.609390258789,145.298980712891,106.746505737305,42.3479843139648,508.882385253906
"2024-05-31",109.331413269043,149.008102416992,109.808708190918,43.4003944396973,513.517456054688
"2024-06-03",106.88158416748,144.564468383789,107.177261352539,42.26416015625,513.936096191406
"2024-06-04",105.379776000977,143.343399047852,105.510368347168,41.8590278625488,514.5107421875
"2024-06-05",105.342239379883,142.287582397461,105.931793212891,41.8543663024902,520.625610351562
"2024-06-06",105.314071655273,143.159774780273,106.72777557373,42.0732383728027,520.615966796875
"2024-06-07",105.126350402832,143.297500610352,105.585304260254,41.9055938720703,519.98291015625
"2024-06-10",106.346580505371,143.903457641602,105.894332885742,42.2222480773926,521.589599609375
"2024-06-11",106.656318664551,143.673934936523,105.042144775391,42.1384315490723,522.845764160156
"2024-06-12",105.304695129395,141.589828491211,103.880958557129,41.6867294311523,527.139892578125
"2024-06-13",104.08447265625,140.322830200195,103.047492980957,41.3048820495605,528.201232910156
"2024-06-14",102.676528930664,140.074966430664,102.17658996582,40.9975357055664,528.522644042969
"2024-06-17",102.817337036133,140.644195556641,101.474266052246,41.1046447753906,532.729125976562
"2024-06-18",102.695304870605,140.772720336914,102.429443359375,41.2769393920898,534.082580566406
"2024-06-20",104.497482299805,143.811630249023,104.63948059082,42.0359802246094,532.631774902344
"2024-06-21",104.506858825684,142.563003540039,103.721755981445,41.7938346862793,531.917724609375
"2024-06-24",108.101806640625,146.262985229492,106.802696228027,42.84765625,530.188537597656
"2024-06-25",107.93285369873,145.482604980469,107.102363586426,42.946231842041,532.230224609375
"2024-06-26",106.637542724609,143.178146362305,107.139823913574,42.5237655639648,532.894592285156
"2024-06-27",106.975440979004,143.517852783203,107.598678588867,42.6223449707031,533.734558105469
"2024-06-28",107.360282897949,143.609649658203,107.804695129395,42.7866363525391,531.634338378906
"2024-07-01",107.341514587402,143.701477050781,107.654861450195,42.8101043701172,532.728576660156
"2024-07-02",107.116256713867,143.912643432617,106.924430847168,42.7772445678711,536.313598632812
"2024-07-03",107.726341247559,143.875915527344,107.467582702637,42.965015411377,538.706970214844
"2024-07-05",105.642616271973,141.672470092773,106.165908813477,42.293758392334,541.8134765625
"2024-07-08",105.342239379883,141.690811157227,105.051513671875,42.0355796813965,542.438598632812
"2024-07-09",104.366065979004,140.451385498047,103.890319824219,41.6647415161133,542.966125488281
"2024-07-10",105.623825073242,142.42529296875,104.808036804199,41.9463958740234,548.3388671875
"2024-07-11",106.994209289551,142.544647216797,106.053527832031,42.3829460144043,543.610900878906
"2024-07-12",106.196403503418,142.847640991211,106.072250366211,42.4909019470215,547.039733886719
"2024-07-15",107.538619995117,145.096954345703,107.888977050781,43.1339950561523,548.544128417969
"2024-07-16",108.120590209961,144.849090576172,108.666229248047,43.3264541625977,551.797119140625
"2024-07-17",108.955947875977,148.02571105957,110.164558410645,43.7583122253418,544.060302734375
"2024-07-18",109.453437805176,148.705123901367,111.250854492188,43.8381080627441,539.879028320312
"2024-07-19",107.332122802734,146.116058349609,108.694328308105,43.3593139648438,536.294067382812
"2024-07-22",105.426719665527,144.132965087891,107.945152282715,43.0870590209961,541.823181152344
"2024-07-23",104.028167724609,141.470489501953,106.203369140625,42.4017219543457,540.973327636719
"2024-07-24",104.281593322754,142.370223999023,107.701698303223,42.4064140319824,528.713500976562
"2024-07-25",104.215888977051,144.637939453125,109.967903137207,43.1386947631836,525.958679199219
"2024-07-26",104.056312561035,144.913345336914,109.87425994873,43.2748222351074,531.849304199219
"2024-07-29",102.423110961914,143.774917602539,108.722412109375,42.9039878845215,532.161865234375
"2024-07-30",103.164611816406,146.501678466797,110.66088104248,43.5705490112305,529.465881347656
